№ п/п;Код ОВД;Год;Номер документа;Номер престу;Дата постановки в ИЦ;Текст решения;Дата решения;Фамилия сл-ля;Шифр докумен;Дата создания записи;Код принятого решения;Кто принял решение (код);Сообщение / Основание;Тип записи (Дисклеймер ИИ)
132;1;2002;3687;1;14.06.2016;Возобн.приост.ст208ч.1п.1;03.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
133;1;2002;3998;1;14.06.2016;Возобн.приост.ст208ч.1п.1;04.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
134;1;2002;4037;1;14.06.2016;Возобн.приост.ст208ч.1п.1;04.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
135;1;2002;4314;1;14.06.2016;Возобн.приост.ст208ч.1п.1;04.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
136;1;2002;4418;1;14.06.2016;Возобн.приост.ст208ч.1п.1;04.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
137;1;2002;4469;1;14.06.2016;Возобн.приост.ст208ч.1п.1;04.06.2016;ШЕЛОМИНЦЕВА;3;16.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
138;1;2002;4623;1;07.06.2016;Возобн.приост.ст208ч.1п.1;22.05.2016;ШЕЛОМИНЦЕВА;3;07.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
139;1;2002;4671;1;07.06.2016;Возобн.приост.ст208ч.1п.1;22.05.2016;ШЕЛОМИНЦЕВА;3;07.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
140;1;2002;8151;1;24.03.2016;Возобн.приост.ст208ч.1п.3;06.02.2016;СЕЛЕЗНИВА;3;29.03.2016;175;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
141;1;2002;8421;1;07.06.2016;Возобн.приост.ст208ч.1п.1;22.05.2016;ШЕЛОМИНЦЕВА;3;07.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
142;1;2002;8425;1;07.06.2016;Возобн.приост.ст208ч.1п.1;22.05.2016;ШЕЛОМИНЦЕВА;3;07.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
143;1;2002;8426;1;07.06.2016;Возобн.приост.ст208ч.1п.1;22.05.2016;ШЕЛОМИНЦЕВА;3;07.06.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
144;1;2003;30884;1;31.05.2016;По иниц.прок.п2 уст лицо;25.05.2016;ФРОЛАВ;3;01.06.2016;172;43;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
145;1;2006;53310;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
146;1;2006;53315;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
147;1;2006;53318;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
148;1;2006;53320;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
149;1;2006;53321;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
150;1;2006;53323;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
151;1;2006;53325;1;11.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;11.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
152;1;2006;53327;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
153;1;2006;53354;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
154;1;2006;53355;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
155;1;2006;53359;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
156;1;2006;53361;1;12.02.2016;Возобн.приост.ст208ч.1п.1;02.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
157;1;2006;53363;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
158;1;2006;53364;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
159;1;2006;53365;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
160;1;2006;53366;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
161;1;2006;53367;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
162;1;2006;53370;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
163;1;2006;53386;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
164;1;2006;53397;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
165;1;2006;53410;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
166;1;2006;53415;1;12.02.2016;Возобн.приост.ст208ч.1п.1;04.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
167;1;2006;53417;1;12.02.2016;Возобн.приост.ст208ч.1п.1;04.01.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
168;1;2006;53419;1;12.02.2016;Возобн.приост.ст208ч.1п.1;04.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
169;1;2006;53437;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
170;1;2006;53451;1;12.02.2016;Возобн.приост.ст208ч.1п.1;03.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
171;1;2006;53481;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
172;1;2006;53482;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
173;1;2006;53483;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
174;1;2006;53492;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
175;1;2006;53496;1;12.02.2016;Возобн.приост.ст208ч.1п.1;01.02.2016;ШЕЛОМИНЦЕВА;3;12.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
176;1;2006;53501;1;15.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
177;1;2006;53510;1;15.02.2016;Возобн.приост.ст208ч.1п.1;01.01.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
178;1;2006;53511;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
179;1;2006;53542;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
180;1;2006;53543;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
181;1;2006;53545;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
182;1;2006;53546;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
183;1;2006;53547;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
184;1;2006;53548;1;15.02.2016;Возобн.приост.ст208ч.1п.1;02.02.2016;ШЕЛОМИНЦЕВА;3;15.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
185;1;2006;53549;1;16.02.2016;Возобн.приост.ст208ч.1п.1;05.02.2016;ШЕЛОМИНЦЕВА;3;19.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
186;1;2006;53551;1;16.02.2016;Возобн.приост.ст208ч.1п.1;05.02.2016;ШЕЛОМИНЦЕВА;3;19.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
187;1;2006;53563;1;19.02.2016;Возобн.приост.ст208ч.1п.1;05.02.2016;ШЕЛОМИНЦЕВА;3;19.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
188;1;2006;53564;1;16.02.2016;Возобн.приост.ст208ч.1п.1;05.02.2016;ШЕЛОМИНЦЕВА;3;19.02.2016;174;2;;Сгенерировано ИИ (модифицировано, любые совпадения случайны)
